title:unconcerned, start timestamp:1741764852.494637, stop timestamp:1741764889.809570, headset type:EPOCX, headset serial:E502023B, headset firmware:730, channels:55, sampling rate:eeg_128, samples:4780      , version:2.2, 
Timestamp,OriginalTimestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,EEG.BatteryPercent,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,EQ.SampleRateQuality,EQ.OVERALL,EQ.AF3,EQ.F7,EQ.F3,EQ.FC5,EQ.T7,EQ.P7,EQ.O1,EQ.O2,EQ.P8,EQ.T8,EQ.FC6,EQ.F4,EQ.F8,EQ.AF4
1741764871.327786,1741764871.499974,122.000000,0.000000,4389.230957,4366.153809,4410.000000,4444.743652,4368.846191,4291.666504,4353.205078,4376.538574,4364.230957,4352.692383,4559.487305,4603.205078,4457.948730,4561.666504,5773.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.335594,1741764871.507782,123.000000,0.000000,4389.871582,4376.666504,4408.077148,4441.153809,4368.077148,4291.153809,4352.436035,4371.538574,4361.794922,4343.717773,4559.230957,4602.436035,4453.846191,4562.179688,6481.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.343402,1741764871.515491,124.000000,0.000000,4388.461426,4377.563965,4397.948730,4426.922852,4373.717773,4289.358887,4343.461426,4358.077148,4341.153809,4333.333496,4554.230957,4593.205078,4452.948730,4563.589844,6673.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.351210,1741764871.523299,125.000000,0.000000,4377.692383,4359.743652,4402.051270,4426.538574,4368.717773,4289.102539,4347.436035,4359.871582,4335.128418,4326.282227,4546.153809,4595.384766,4445.000000,4561.282227,6927.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.359018,1741764871.531007,126.000000,0.000000,4380.128418,4361.794922,4415.897461,4442.948730,4363.846191,4288.846191,4361.666504,4378.461426,4358.333496,4333.461426,4555.384766,4611.410156,4444.230957,4568.333496,5773.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.366826,1741764871.538815,127.000000,0.000000,4390.641113,4372.948730,4415.641113,4443.333496,4359.230957,4283.589844,4359.358887,4374.487305,4356.794922,4343.589844,4556.922852,4608.974121,4450.512695,4564.615234,72.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.374635,1741764871.546524,0.000000,0.000000,4386.922852,4363.974121,4412.307617,4429.230957,4359.615234,4286.410156,4352.563965,4362.563965,4335.512695,4341.922852,4544.871582,4598.717773,4447.563965,4537.307617,5531.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.382443,1741764871.554432,1.000000,0.000000,4378.077148,4354.871582,4412.692383,4429.487305,4368.333496,4294.102539,4356.153809,4372.692383,4344.102539,4334.230957,4546.794922,4601.538574,4444.102539,4526.538574,5210.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.390251,1741764871.562240,2.000000,0.000000,4370.256348,4357.436035,4401.666504,4428.846191,4367.563965,4292.307617,4360.897461,4377.563965,4358.717773,4335.641113,4559.358887,4601.153809,4445.256348,4533.846191,5516.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
1741764871.398059,1741764871.570148,3.000000,0.000000,4360.128418,4353.717773,4387.563965,4416.666504,4356.025879,4287.563965,4355.512695,4367.051270,4352.820313,4347.179688,4554.358887,4590.897461,4445.512695,4520.512695,5517.000000,3.000000,72.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,
